FID,barcode,dwg_desig,type,light_type,capitol_ar,location_d,luminaire_,bulb_qty,watts,luminaire1,luminair_1,luminair_2,pole_color,height_ft,luminair_3,equipment_,Latitude,Longitude,pepco_no,inst_date,prev_paint,next_paint,maint_by,ToStatePla,to_Zone,Y,X
304,305.000000000000000,30.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1 -  C ST S.W.,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885962999999997,-77.006500000000003, ,,,,HV,1900.000000000000000,1900.000000000000000,135347.103999999990000,399436.054000000000000
305,306.000000000000000,31.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1 -  C ST S.W.,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885959999999997,-77.006373999999994, ,,,,HV,1900.000000000000000,1900.000000000000000,135346.769999999990000,399446.985999999980000
306,307.000000000000000,32.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885786000000003,-77.006192999999996, ,,,,HV,1900.000000000000000,1900.000000000000000,135327.454000000000000,399462.688000000020000
307,308.000000000000000,33.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885620000000003,-77.006193999999994, ,,,,HV,1900.000000000000000,1900.000000000000000,135309.026000000010000,399462.599999999980000
308,309.000000000000000,34.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885460000000002,-77.006196000000003, ,,,,HV,1900.000000000000000,1900.000000000000000,135291.265000000010000,399462.425999999980000
309,310.000000000000000,35.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885294000000002,-77.006193999999994, ,,,,HV,1900.000000000000000,1900.000000000000000,135272.837999999990000,399462.598000000000000
310,311.000000000000000,36.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885786000000003,-77.006480999999994, ,,,,HV,1900.000000000000000,1900.000000000000000,135327.454999999990000,399437.701000000000000
311,312.000000000000000,37.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885623000000002,-77.006478999999999, ,,,,HV,1900.000000000000000,1900.000000000000000,135309.361000000000000,399437.873000000020000
312,313.000000000000000,38.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885458999999997,-77.006480999999994, ,,,,HV,1900.000000000000000,1900.000000000000000,135291.155999999990000,399437.697999999970000
313,314.000000000000000,39.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885294999999999,-77.006477000000004, ,,,,HV,1900.000000000000000,1900.000000000000000,135272.951000000000000,399438.043999999990000
314,315.000000000000000,40.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885787999999998,-77.006760999999997, ,,,,HV,1900.000000000000000,1900.000000000000000,135327.679000000000000,399413.408000000000000
315,316.000000000000000,41.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885624999999997,-77.006760999999997, ,,,,HV,1900.000000000000000,1900.000000000000000,135309.584999999990000,399413.407000000010000
316,317.000000000000000,42.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885458999999997,-77.006760999999997, ,,,,HV,1900.000000000000000,1900.000000000000000,135291.158000000000000,399413.405000000030000
317,318.000000000000000,43.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885294999999999,-77.006760999999997, ,,,,HV,1900.000000000000000,1900.000000000000000,135272.951999999990000,399413.403999999980000
318,319.000000000000000,44.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885790000000000,-77.007047000000000, ,,,,HV,1900.000000000000000,1900.000000000000000,135327.902999999990000,399388.593999999980000
319,320.000000000000000,45.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885626000000002,-77.007046000000003, ,,,,HV,1900.000000000000000,1900.000000000000000,135309.698000000000000,399388.679999999990000
320,321.000000000000000,46.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885460999999999,-77.007042999999996, ,,,,HV,1900.000000000000000,1900.000000000000000,135291.382000000010000,399388.938000000020000
321,322.000000000000000,47.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885297000000001,-77.006980999999996, ,,,,HV,1900.000000000000000,1900.000000000000000,135273.176000000010000,399394.315999999990000
322,323.000000000000000,377.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,C STREET S.W. AND FIRST ST S.E.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,LIGHT GREY,"TRAFFIC SIGNAL, PEDESTRIAN SIGNAL",38.885995000000001,-77.006018999999995, ,,,,HV,1900.000000000000000,1900.000000000000000,135350.652999999990000,399477.786000000020000
323,324.000000000000000,378.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1 - FIRST ST S.E.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,LIGHT GREY,SIGN,38.885506999999997,-77.006016000000002, ,,,,HV,1900.000000000000000,1900.000000000000000,135296.481999999990000,399478.043000000010000
324,325.000000000000000,382.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1 - D ST S.W.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,LIGHT GREY,SIGN,38.885128000000002,-77.006433999999999, ,,,,HV,1900.000000000000000,1900.000000000000000,135254.412000000010000,399441.773999999980000
325,326.000000000000000,384.000000000000000,3.000000000000000,DUAL HEAD ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,D ST S.W. AND NEW JERSEY AVE S.E.,ACORN,2.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,"TRAFFIC SIGNAL, PEDESTRIAN SIGNAL, SIGNS",38.885128000000002,-77.007115999999996, ,,,,HV,1900.000000000000000,1900.000000000000000,135254.416000000000000,399382.602000000010000
326,327.000000000000000,386.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE UNDERGROUND GARAGE - NEW JERSEY AVE S.E.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,LIGHT GREY,SIGN,38.885562000000000,-77.007530000000003, ,,,,HV,1900.000000000000000,1900.000000000000000,135302.597000000010000,399346.686999999980000
327,328.000000000000000,388.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE UNDERGROUND GARAGE - NEW JERSEY AVE S.E.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,LIGHT GREY,SIGN,38.885826000000002,-77.007626999999999, ,,,,HV,1900.000000000000000,1900.000000000000000,135331.902999999990000,399338.272999999990000
328,329.000000000000000,389.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE UNDERGROUND GARAGE - NEW JERSEY AVE S.E.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,LIGHT GREY,SIGN,38.885945000000000,-77.007669000000007, ,,,,HV,1900.000000000000000,1900.000000000000000,135345.114000000000000,399334.630000000000000
329,330.000000000000000,390.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE UNDERGROUND GARAGE - C ST S.W. AND NEW JERSEY AVE S.E.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,LIGHT GREY,"TRAFFIC SIGNAL, PEDESTRIAN SIGNAL",38.885995000000001,-77.007763999999995, ,,,,HV,1900.000000000000000,1900.000000000000000,135350.665000000010000,399326.387999999980000
330,331.000000000000000,391.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE UNDERGROUND GARAGE - C ST S.W.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,LIGHT GREY,SIGN,38.885992999999999,-77.008090999999993, ,,,,HV,1900.000000000000000,1900.000000000000000,135350.445000000010000,399298.017999999980000
331,332.000000000000000,393.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE UNDERGROUND GARAGE - C ST S.W.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,LIGHT GREY,NONE,38.885997000000003,-77.008442000000002, ,,,,HV,1900.000000000000000,1900.000000000000000,135350.891999999990000,399267.565000000000000
332,333.000000000000000,394.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE UNDERGROUND GARAGE - C ST S.W.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,LIGHT GREY,NONE,38.885995000000001,-77.008767000000006, ,,,,HV,1900.000000000000000,1900.000000000000000,135350.673000000010000,399239.367000000030000
333,334.000000000000000,436.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE UNDERGROUND GARAGE - SOUTH CAPITOL STREET,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,LIGHT GREY,SIGN,38.885615000000001,-77.009148999999994, ,,,,HV,1900.000000000000000,1900.000000000000000,135308.492999999990000,399206.219999999970000
334,335.000000000000000,440.000000000000000,3.000000000000000,DUAL HEAD ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 4 - WASHINGTON AVE S.W. AND C STREET S.W.,ACORN,2.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,20.000000000000000,BLACK,PEDESTRIAN SIGNAL,38.885993999999997,-77.011770999999996, ,,,,HV,1900.000000000000000,1900.000000000000000,135350.590999999990000,398978.738000000010000
335,336.000000000000000,443.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE UNDERGROUND GARAGE - DELEWARE AVE S.W.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,LIGHT GREY,SIGN,38.885485000000003,-77.010638999999998, ,,,,HV,1900.000000000000000,1900.000000000000000,135294.076000000000000,399076.944000000020000
336,337.000000000000000,444.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE UNDERGROUND GARAGE - DELEWARE AVE S.W.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,LIGHT GREY,SIGN,38.885722999999999,-77.010551000000007, ,,,,HV,1900.000000000000000,1900.000000000000000,135320.495000000000000,399084.581999999990000
337,338.000000000000000,445.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE UNDERGROUND GARAGE - C STREET S.W.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,LIGHT GREY,NONE,38.886001000000000,-77.010361000000003, ,,,,HV,1900.000000000000000,1900.000000000000000,135351.353000000000000,399101.070000000010000
338,339.000000000000000,447.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE UNDERGROUND GARAGE - C STREET S.W.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,LIGHT GREY,NONE,38.885995000000001,-77.010045000000005, ,,,,HV,1900.000000000000000,1900.000000000000000,135350.684000000010000,399128.487000000020000
339,340.000000000000000,449.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE UNDERGROUND GARAGE - C STREET S.W.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,LIGHT GREY,NONE,38.885993999999997,-77.009692000000001, ,,,,HV,1900.000000000000000,1900.000000000000000,135350.570000000010000,399159.113000000010000
340,341.000000000000000,452.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE UNDERGROUND GARAGE - C STREET S.W.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,LIGHT GREY,SIGN,38.885997000000003,-77.009345999999994, ,,,,HV,1900.000000000000000,1900.000000000000000,135350.899999999990000,399189.132999999970000
341,342.000000000000000,453.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,C STREET S.W. AND SOUTH CAPITOL STREET,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,LIGHT GREY,"TRAFFIC SIGNAL, PEDESTRIAN SIGNAL, SIGNS",38.885941000000003,-77.009142999999995, ,,,,HV,1900.000000000000000,1900.000000000000000,135344.681000000010000,399206.745000000000000
342,343.000000000000000,454.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE UNDERGROUND GARAGE - SOUTH CAPITOL ST,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,LIGHT GREY,NONE,38.885942999999997,-77.008981000000006, ,,,,HV,1900.000000000000000,1900.000000000000000,135344.902000000000000,399220.799999999990000
343,344.000000000000000,455.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE UNDERGROUND GARAGE - SOUTH CAPITOL ST,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,LIGHT GREY,SIGN,38.885565000000000,-77.008976000000004, ,,,,HV,1900.000000000000000,1900.000000000000000,135302.940999999990000,399221.229999999980000
344,345.000000000000000,457.000000000000000,3.000000000000000,DUAL HEAD ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE UNDERGROUND GARAGE - SOUTH CAPITOL STREET,ACORN,2.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,20.000000000000000,BLACK,NONE,38.885407999999998,-77.009137999999993, ,,,,HV,1900.000000000000000,1900.000000000000000,135285.514000000000000,399207.172000000020000
345,346.000000000000000,458.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE UNDERGROUND GARAGE - D ST S.W. AND SOUTH CAPITOL ST,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,LIGHT GREY,NONE,38.885291000000002,-77.008979999999994, ,,,,HV,1900.000000000000000,1900.000000000000000,135272.524999999990000,399220.880000000000000
346,347.000000000000000,459.000000000000000,3.000000000000000,DUAL HEAD ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE UNDERGROUND GARAGE - D ST S.W.,ACORN,2.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,20.000000000000000,BLACK,NONE,38.885131999999999,-77.008639000000002, ,,,,HV,1900.000000000000000,1900.000000000000000,135254.872000000000000,399250.463999999980000
347,348.000000000000000,460.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE UNDERGROUND GARAGE - D ST S.W.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,LIGHT GREY,SIGN,38.885128000000002,-77.008090999999993, ,,,,HV,1900.000000000000000,1900.000000000000000,135254.424000000000000,399298.009000000020000
348,349.000000000000000,464.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE UNDERGROUND GARAGE - D ST S.W.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,LIGHT GREY,"TRAFFIC SIGNAL, PEDESTRIAN SIGNAL, SIGN",38.885131000000001,-77.009203999999997, ,,,,HV,1900.000000000000000,1900.000000000000000,135254.766000000000000,399201.443000000030000
349,350.000000000000000,465.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE UNDERGROUND GARAGE - D ST S.W.,ACORN,1.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,15.000000000000000,LIGHT GREY,SIGN,38.885128999999999,-77.009516000000005, ,,,,HV,1900.000000000000000,1900.000000000000000,135254.546000000000000,399174.373000000020000
350,351.000000000000000,467.000000000000000,3.000000000000000,DUAL HEAD ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE UNDERGROUND GARAGE - D ST S.W.,ACORN,2.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,20.000000000000000,BLACK,SIGN,38.885126000000000,-77.009986999999995, ,,,,HV,1900.000000000000000,1900.000000000000000,135254.217999999990000,399133.507999999970000
