FID,barcode,dwg_desig,type,light_type,capitol_ar,location_d,luminaire_,bulb_qty,watts,luminaire1,luminair_1,luminair_2,pole_color,height_ft,luminair_3,equipment_,Latitude,Longitude,pepco_no,inst_date,prev_paint,next_paint,maint_by,ToStatePla,to_Zone,Y,X
232,233.000000000000000,0.000000000000000,0.000000000000000, ,Thurgood Marshall FJB, , ,0.000000000000000,0.000000000000000, , , , ,0.000000000000000, , ,38.896247000000002,-77.005166000000003, ,,,,SC,1900.000000000000000,1900.000000000000000,136488.701000000000000,399551.858000000010000
233,234.000000000000000,0.000000000000000,0.000000000000000, ,Thurgood Marshall FJB, , ,0.000000000000000,0.000000000000000, , , , ,0.000000000000000, , ,38.896456000000001,-77.005030000000005, ,,,,SC,1900.000000000000000,1900.000000000000000,136511.901000000010000,399563.657000000010000
234,235.000000000000000,0.000000000000000,0.000000000000000, ,Thurgood Marshall FJB, , ,0.000000000000000,0.000000000000000, , , , ,0.000000000000000, , ,38.896873999999997,-77.004856000000004, ,,,,SC,1900.000000000000000,1900.000000000000000,136558.302000000000000,399578.753000000030000
235,236.000000000000000,0.000000000000000,0.000000000000000, ,Thurgood Marshall FJB, , ,0.000000000000000,0.000000000000000, , , , ,0.000000000000000, , ,38.897143000000000,-77.004748000000006, ,,,,SC,1900.000000000000000,1900.000000000000000,136588.162000000010000,399588.124000000010000
236,237.000000000000000,0.000000000000000,0.000000000000000, ,Thurgood Marshall FJB, , ,0.000000000000000,0.000000000000000, , , , ,0.000000000000000, , ,38.897243000000003,-77.004384999999999, ,,,,SC,1900.000000000000000,1900.000000000000000,136599.261999999990000,399619.614000000000000
237,238.000000000000000,0.000000000000000,0.000000000000000, ,Thurgood Marshall FJB, , ,0.000000000000000,0.000000000000000, , , , ,0.000000000000000, , ,38.897244000000001,-77.004070999999996, ,,,,SC,1900.000000000000000,1900.000000000000000,136599.371000000010000,399646.852000000010000
238,239.000000000000000,0.000000000000000,0.000000000000000, ,Thurgood Marshall FJB, , ,0.000000000000000,0.000000000000000, , , , ,0.000000000000000, , ,38.897258000000001,-77.003820000000005, ,,,,SC,1900.000000000000000,1900.000000000000000,136600.924000000000000,399668.625999999990000
239,240.000000000000000,0.000000000000000,0.000000000000000, ,Thurgood Marshall FJB, , ,0.000000000000000,0.000000000000000, , , , ,0.000000000000000, , ,38.897165000000001,-77.003586999999996, ,,,,SC,1900.000000000000000,1900.000000000000000,136590.600000000010000,399688.837000000000000
240,241.000000000000000,0.000000000000000,0.000000000000000, ,Thurgood Marshall FJB, , ,0.000000000000000,0.000000000000000, , , , ,0.000000000000000, , ,38.896911000000003,-77.003629000000004, ,,,,SC,1900.000000000000000,1900.000000000000000,136562.404000000010000,399685.193000000030000
241,242.000000000000000,0.000000000000000,0.000000000000000, ,Thurgood Marshall FJB, , ,0.000000000000000,0.000000000000000, , , , ,0.000000000000000, , ,38.896690999999997,-77.003613000000001, ,,,,SC,1900.000000000000000,1900.000000000000000,136537.981999999990000,399686.580000000020000
242,243.000000000000000,0.000000000000000,0.000000000000000, ,Thurgood Marshall FJB, , ,0.000000000000000,0.000000000000000, , , , ,0.000000000000000, , ,38.896484000000001,-77.003600000000006, ,,,,SC,1900.000000000000000,1900.000000000000000,136515.003999999990000,399687.706999999990000
243,244.000000000000000,0.000000000000000,0.000000000000000, ,Thurgood Marshall FJB, , ,0.000000000000000,0.000000000000000, , , , ,0.000000000000000, , ,38.896090000000001,-77.003630999999999, ,,,,SC,1900.000000000000000,1900.000000000000000,136471.266999999990000,399685.016000000000000
244,245.000000000000000,0.000000000000000,0.000000000000000, ,Thurgood Marshall FJB, , ,0.000000000000000,0.000000000000000, , , , ,0.000000000000000, , ,38.895780999999999,-77.003641000000002, ,,,,SC,1900.000000000000000,1900.000000000000000,136436.965000000000000,399684.147000000000000
245,246.000000000000000,0.000000000000000,0.000000000000000, ,Thurgood Marshall FJB, , ,0.000000000000000,0.000000000000000, , , , ,0.000000000000000, , ,38.895482999999999,-77.003641999999999, ,,,,SC,1900.000000000000000,1900.000000000000000,136403.885000000010000,399684.059000000010000
246,247.000000000000000,0.000000000000000,0.000000000000000, ,Thurgood Marshall FJB, , ,0.000000000000000,0.000000000000000, , , , ,0.000000000000000, , ,38.896208000000001,-77.004683999999997, ,,,,SC,1900.000000000000000,1900.000000000000000,136484.370000000000000,399593.669999999980000
247,248.000000000000000,0.000000000000000,0.000000000000000, ,Thurgood Marshall FJB, , ,0.000000000000000,0.000000000000000, , , , ,0.000000000000000, , ,38.896304000000001,-77.004801000000000, ,,,,SC,1900.000000000000000,1900.000000000000000,136495.027000000000000,399583.521000000010000
248,249.000000000000000,0.000000000000000,0.000000000000000, ,Thurgood Marshall FJB, , ,0.000000000000000,0.000000000000000, , , , ,0.000000000000000, , ,38.896197000000001,-77.004553000000001, ,,,,SC,1900.000000000000000,1900.000000000000000,136483.147999999990000,399605.033999999990000
249,250.000000000000000,0.000000000000000,0.000000000000000, ,Thurgood Marshall FJB, , ,0.000000000000000,0.000000000000000, , , , ,0.000000000000000, , ,38.896163999999999,-77.004445000000004, ,,,,SC,1900.000000000000000,1900.000000000000000,136479.484000000000000,399614.402999999990000
250,251.000000000000000,0.000000000000000,0.000000000000000, ,Thurgood Marshall FJB, , ,0.000000000000000,0.000000000000000, , , , ,0.000000000000000, , ,38.896087999999999,-77.004233999999997, ,,,,SC,1900.000000000000000,1900.000000000000000,136471.046999999990000,399632.706000000010000
251,252.000000000000000,0.000000000000000,0.000000000000000, ,Thurgood Marshall FJB, , ,0.000000000000000,0.000000000000000, , , , ,0.000000000000000, , ,38.895969000000001,-77.004035999999999, ,,,,SC,1900.000000000000000,1900.000000000000000,136457.836000000010000,399649.881999999980000
252,253.000000000000000,0.000000000000000,0.000000000000000, ,Thurgood Marshall FJB, , ,0.000000000000000,0.000000000000000, , , , ,0.000000000000000, , ,38.895871000000000,-77.003912999999997, ,,,,SC,1900.000000000000000,1900.000000000000000,136446.956999999990000,399660.552000000030000
253,254.000000000000000,0.000000000000000,0.000000000000000, ,Thurgood Marshall FJB, , ,0.000000000000000,0.000000000000000, , , , ,0.000000000000000, , ,38.895724999999999,-77.003772999999995, ,,,,SC,1900.000000000000000,1900.000000000000000,136430.749000000010000,399672.696000000000000
254,255.000000000000000,1.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,Capitol Hill,HOUSE PARKING LOT 1 - C STREET S.W.,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885959999999997,-77.006099000000006, ,,,,HV,1900.000000000000000,1900.000000000000000,135346.769000000000000,399470.844999999970000
255,256.000000000000000,1.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 4,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885972000000002,-77.010687000000004, ,,,,HV,1900.000000000000000,1900.000000000000000,135348.136999999990000,399072.786000000020000
256,257.000000000000000,2.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 10 - IVY ST S.E.,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.884148000000003,-77.007678999999996, ,,,,HV,1900.000000000000000,1900.000000000000000,135145.633000000000000,399333.745999999980000
257,258.000000000000000,2.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1 - FIRST ST S.E.,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885938000000003,-77.006020000000007, ,,,,HV,1900.000000000000000,1900.000000000000000,135344.326000000000000,399477.699000000020000
258,259.000000000000000,2.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 4 - AND C STREET S.W.,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885973000000000,-77.011002000000005, ,,,,HV,1900.000000000000000,1900.000000000000000,135348.250999999990000,399045.456000000010000
259,260.000000000000000,3.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 10,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.884050999999999,-77.007478000000006, ,,,,HV,1900.000000000000000,1900.000000000000000,135134.864000000000000,399351.184000000010000
260,261.000000000000000,3.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1 - FIRST ST S.E.,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885831000000003,-77.006017000000000, ,,,,HV,1900.000000000000000,1900.000000000000000,135332.448000000000000,399477.958999999970000
261,262.000000000000000,3.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 4 - AND C STREET S.W.,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885970000000000,-77.011317000000005, ,,,,HV,1900.000000000000000,1900.000000000000000,135347.921999999990000,399018.126999999980000
262,263.000000000000000,4.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 10,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.883834999999998,-77.007474000000002, ,,,,HV,1900.000000000000000,1900.000000000000000,135110.886000000000000,399351.528999999980000
263,264.000000000000000,4.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1 - FIRST ST S.E.,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885739000000001,-77.006013999999993, ,,,,HV,1900.000000000000000,1900.000000000000000,135322.234999999990000,399478.217999999990000
264,265.000000000000000,4.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 4 - AND C STREET S.W.,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885944000000002,-77.011641999999995, ,,,,HV,1900.000000000000000,1900.000000000000000,135345.038999999990000,398989.929000000000000
265,266.000000000000000,5.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 10,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,"CAMERA, BRACKET MOUNTED DEVICE",38.884006999999997,-77.007777000000004, ,,,,HV,1900.000000000000000,1900.000000000000000,135129.981000000000000,399325.242000000030000
266,267.000000000000000,5.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1 - FIRST ST S.E.,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885508000000002,-77.006013999999993, ,,,,HV,1900.000000000000000,1900.000000000000000,135296.592999999990000,399478.216000000010000
267,268.000000000000000,5.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 4,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885798000000001,-77.010976999999997, ,,,,HV,1900.000000000000000,1900.000000000000000,135328.825000000010000,399047.623000000020000
268,269.000000000000000,6.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 10,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.883845999999998,-77.007777000000004, ,,,,HV,1900.000000000000000,1900.000000000000000,135112.109000000000000,399325.239999999990000
269,270.000000000000000,6.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1 - FIRST ST S.E.,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885413999999997,-77.006013999999993, ,,,,HV,1900.000000000000000,1900.000000000000000,135286.158000000000000,399478.216000000010000
270,271.000000000000000,6.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 4,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885795000000002,-77.011178999999998, ,,,,HV,1900.000000000000000,1900.000000000000000,135328.494000000010000,399030.097000000010000
271,272.000000000000000,7.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 10,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.883671000000000,-77.007806000000002, ,,,,HV,1900.000000000000000,1900.000000000000000,135092.682999999990000,399322.722000000010000
272,273.000000000000000,7.000000000000000,3.000000000000000,DUAL HEAD ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1 - FIRST ST S.E.,ACORN,2.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,20.000000000000000,BLACK,NONE,38.885275000000000,-77.006018999999995, ,,,,HV,1900.000000000000000,1900.000000000000000,135270.728000000000000,399477.781000000020000
273,274.000000000000000,7.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 4,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885669999999998,-77.011014000000003, ,,,,HV,1900.000000000000000,1900.000000000000000,135314.616000000010000,399044.411000000020000
274,275.000000000000000,8.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 10,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.883584999999997,-77.008088000000001, ,,,,HV,1900.000000000000000,1900.000000000000000,135083.139000000000000,399298.254000000020000
275,276.000000000000000,8.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1 - FIRST ST S.E. AND D ST S.W.,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885154000000000,-77.006030999999993, ,,,,HV,1900.000000000000000,1900.000000000000000,135257.296000000000000,399476.739000000000000
276,277.000000000000000,8.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 4 - DELEWARE AVE S.W.,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885686999999997,-77.010784999999998, ,,,,HV,1900.000000000000000,1900.000000000000000,135316.500999999990000,399064.280000000030000
277,278.000000000000000,9.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 10 - CANAL ST S.E.,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.883465999999999,-77.008336999999997, ,,,,HV,1900.000000000000000,1900.000000000000000,135069.931000000010000,399276.648999999980000
278,279.000000000000000,9.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1 - D ST S.W.,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885151999999998,-77.006179000000003, ,,,,HV,1900.000000000000000,1900.000000000000000,135257.075000000010000,399463.897999999990000
279,280.000000000000000,9.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 4 - DELEWARE AVE S.W.,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885378000000003,-77.010892999999996, ,,,,HV,1900.000000000000000,1900.000000000000000,135282.201000000000000,399054.905000000030000
280,281.000000000000000,10.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 10 - CANAL ST S.E.,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,CAMERA,38.883586000000001,-77.008511999999996, ,,,,HV,1900.000000000000000,1900.000000000000000,135083.253000000000000,399261.466000000010000
281,282.000000000000000,10.000000000000000,3.000000000000000,DUAL HEAD ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1 - D ST S.W.,ACORN,2.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,20.000000000000000,BLACK,NONE,38.885168999999998,-77.006326000000001, ,,,,HV,1900.000000000000000,1900.000000000000000,135258.962999999990000,399451.143999999970000
282,283.000000000000000,11.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 10 - IVY ST S.E.,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.883785000000003,-77.008505999999997, ,,,,HV,1900.000000000000000,1900.000000000000000,135105.342999999990000,399261.989000000000000
283,284.000000000000000,11.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1 - D ST S.W.,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885154999999997,-77.006461999999999, ,,,,HV,1900.000000000000000,1900.000000000000000,135257.409000000010000,399439.344999999970000
284,285.000000000000000,12.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 10 - IVY ST S.E.,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.883915999999999,-77.008348999999995, ,,,,HV,1900.000000000000000,1900.000000000000000,135119.883999999990000,399275.612000000020000
285,286.000000000000000,12.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1 - D ST S.W.,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885153000000003,-77.006602000000001, ,,,,HV,1900.000000000000000,1900.000000000000000,135257.187999999990000,399427.197999999970000
286,287.000000000000000,13.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 10 - IVY ST S.E.,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.884039000000001,-77.008194000000003, ,,,,HV,1900.000000000000000,1900.000000000000000,135133.537000000010000,399289.061999999980000
287,288.000000000000000,13.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1 - D ST S.W.,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885151999999998,-77.006747000000004, ,,,,HV,1900.000000000000000,1900.000000000000000,135257.078000000010000,399414.617000000030000
288,289.000000000000000,14.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1 - D ST S.W.,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885156000000002,-77.007031999999995, ,,,,HV,1900.000000000000000,1900.000000000000000,135257.524000000000000,399389.890000000010000
289,290.000000000000000,15.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1 - NEW JERSEY AVE S.E.,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885212000000003,-77.007155999999995, ,,,,HV,1900.000000000000000,1900.000000000000000,135263.741000000010000,399379.131999999980000
290,291.000000000000000,16.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1 - NEW JERSEY AVE S.E.,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885299000000003,-77.007199000000000, ,,,,HV,1900.000000000000000,1900.000000000000000,135273.399000000000000,399375.402000000000000
291,292.000000000000000,17.000000000000000,3.000000000000000,DUAL HEAD ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1 - NEW JERSEY AVE S.E.,ACORN,2.000000000000000,150.000000000000000,METAL HALIDE,SYLVANIA M150 C/L M5,POLE, ,20.000000000000000,BLACK,NONE,38.885475999999997,-77.007249999999999, ,,,,HV,1900.000000000000000,1900.000000000000000,135293.048000000010000,399370.978999999990000
292,293.000000000000000,18.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1 - NEW JERSEY AVE S.E.,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885630999999997,-77.007310000000004, ,,,,HV,1900.000000000000000,1900.000000000000000,135310.255000000000000,399365.775000000020000
293,294.000000000000000,19.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1 - NEW JERSEY AVE S.E.,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885736000000001,-77.007349000000005, ,,,,HV,1900.000000000000000,1900.000000000000000,135321.910999999990000,399362.391999999990000
294,295.000000000000000,20.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1 - NEW JERSEY AVE S.E.,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885845000000003,-77.007384999999999, ,,,,HV,1900.000000000000000,1900.000000000000000,135334.011000000000000,399359.268999999970000
295,296.000000000000000,21.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1 - NEW JERSEY AVE S.E.,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885905000000001,-77.007408999999996, ,,,,HV,1900.000000000000000,1900.000000000000000,135340.671000000000000,399357.188000000020000
296,297.000000000000000,22.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1 - NEW JERSEY AVE S.E. AND C ST S.W.,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885959999999997,-77.007424000000000, ,,,,HV,1900.000000000000000,1900.000000000000000,135346.777000000000000,399355.886999999990000
297,298.000000000000000,23.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1 - NEW JERSEY AVE S.E. AND C ST S.W.,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885967999999998,-77.007317999999998, ,,,,HV,1900.000000000000000,1900.000000000000000,135347.663999999990000,399365.083999999970000
298,299.000000000000000,24.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1 -  C ST S.W.,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885970000000000,-77.007270000000005, ,,,,HV,1900.000000000000000,1900.000000000000000,135347.886000000000000,399369.248000000020000
299,300.000000000000000,25.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1 -  C ST S.W.,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885966000000003,-77.007183999999995, ,,,,HV,1900.000000000000000,1900.000000000000000,135347.440999999990000,399376.710000000020000
300,301.000000000000000,26.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1 -  C ST S.W.,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885970999999998,-77.007047000000000, ,,,,HV,1900.000000000000000,1900.000000000000000,135347.996000000010000,399388.596000000020000
301,302.000000000000000,27.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1 -  C ST S.W.,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885970000000000,-77.006900000000002, ,,,,HV,1900.000000000000000,1900.000000000000000,135347.883999999990000,399401.349999999980000
302,303.000000000000000,28.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1 -  C ST S.W.,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885970999999998,-77.006782000000001, ,,,,HV,1900.000000000000000,1900.000000000000000,135347.994000000010000,399411.587000000000000
303,304.000000000000000,29.000000000000000,2.000000000000000,ACORN STYLE POST TOP MOUNTED STREET LIGHT,House,HOUSE PARKING LOT 1 -  C ST S.W.,ACORN,1.000000000000000,250.000000000000000,METAL HALIDE,SYLVANIA M250 C/L M5,POLE, ,20.000000000000000,LIGHT GREY,NONE,38.885970000000000,-77.006635000000003, ,,,,HV,1900.000000000000000,1900.000000000000000,135347.882000000010000,399424.341000000010000
